,loss,acc
0,2.3660372958553544,0.3375881612300873
1,1.7730483416346705,0.4809761047363281
2,1.5802858446234591,0.5294332504272461
3,1.7352675552566592,0.4920087158679962
4,1.6575866442130343,0.5107839107513428
5,1.5220642116976224,0.544289231300354
6,1.4316715484929392,0.5692129731178284
7,1.3850158739164549,0.581623911857605
8,1.3174928741766436,0.6006507873535156
9,1.2541262835653726,0.6168192028999329
10,1.2025290883066286,0.6317890286445618
11,1.159794224552385,0.6426897644996643
12,1.1194852698855062,0.6526916027069092
13,1.0833509655587836,0.6628972291946411
14,1.0514407630980283,0.6715148091316223
15,1.017675808401191,0.6805877685546875
16,0.9865718131681342,0.6885581016540527
17,0.9563593473691857,0.6983621716499329
18,0.9261975666334761,0.7060328722000122
19,0.8977797645976701,0.7142549157142639
20,0.8674369452537156,0.7228783965110779
21,0.8397457707991192,0.731208324432373
22,0.8111767309186603,0.7391606569290161
23,0.7824975549694287,0.747742235660553
24,0.7554075151269519,0.7554728388786316
25,0.728457499167218,0.7648754119873047
26,0.7056266003970676,0.7706164717674255
27,0.6764447033165627,0.7801389098167419
28,0.651347308650331,0.7874500155448914
29,0.6259470007491796,0.7952825427055359
30,0.6030169217094975,0.8019464612007141
31,0.5779679451407886,0.8098028898239136
32,0.5549545422069495,0.8165627121925354
33,0.530067414208393,0.8251082897186279
34,0.508486524854997,0.8327130675315857
35,0.492601606481289,0.8375492095947266
36,0.4704295629924055,0.8431104421615601
37,0.45194916620591863,0.8492889404296875
38,0.43534866987114756,0.8550539612770081
39,0.41654006389598197,0.8604234457015991
40,0.4031270617387684,0.8654752969741821
41,0.3856797522780832,0.870814859867096
42,0.37170327224607086,0.8757288455963135
43,0.3558390071827136,0.8807268142700195
44,0.34331674276269725,0.8844662308692932
45,0.33594941020062624,0.887019157409668
46,0.3184713439390141,0.8937669396400452
47,0.3125455247692127,0.8954089879989624
48,0.30219167445589074,0.8989087343215942
49,0.29217896761087053,0.9016473889350891
50,0.28050680087304786,0.9052190780639648
51,0.2748768285058595,0.9069330096244812
52,0.264417308853924,0.9107623100280762
53,0.25581459742995855,0.9133511781692505
54,0.25172321578173346,0.9144718050956726
55,0.24541296552772063,0.9165992736816406
56,0.23664470913862123,0.9200390577316284
57,0.23378780705517072,0.9204585552215576
58,0.22556476359787156,0.9232631325721741
59,0.2173853091999747,0.9266849756240845
60,0.21549254763585654,0.9269187450408936
61,0.21183683195501457,0.92827308177948
62,0.20236606550632877,0.9315810799598694
63,0.19993461506557358,0.9324260354042053
64,0.19896637134738915,0.9327676296234131
65,0.19212863463877514,0.9341819286346436
66,0.19051424999374195,0.9360576272010803
67,0.1832064981390747,0.9381550550460815
68,0.1869537510104041,0.936842679977417
69,0.1790206502375817,0.9397910833358765
70,0.17435908073727274,0.9415469765663147
71,0.17470528493686485,0.940845787525177
72,0.17202061649142972,0.9423020482063293
73,0.1678542862314677,0.9431769847869873
74,0.16171088595918223,0.9459756016731262
75,0.16488945262169624,0.9442616701126099
76,0.15690550911410672,0.9472700357437134
77,0.16222626140972068,0.9451425671577454
78,0.15286941312099928,0.9489599466323853
79,0.15391557776449807,0.9483427405357361
80,0.15333184047520168,0.9484505653381348
81,0.1482868917163393,0.9501045942306519
82,0.14940448096217854,0.9493494629859924
83,0.1457022444212153,0.9513151049613953
84,0.14322570063490914,0.9520342350006104
85,0.14147000618400024,0.9523817896842957
86,0.14164456443347873,0.9532507658004761
87,0.13811715905468638,0.9538500308990479
88,0.14071562447746455,0.9528012871742249
89,0.13283782103665276,0.9555879235267639
90,0.13544659243913246,0.9544433355331421
91,0.13287480729994547,0.9548987746238708
92,0.13235007358209297,0.9558995366096497
93,0.1308432470032348,0.9562291502952576
94,0.12912019083287452,0.9564208984375
95,0.12698536923076706,0.9572838544845581
96,0.1283219313898561,0.9568164348602295
97,0.12492836747734838,0.9585543274879456
98,0.12406598067195618,0.9586561918258667
99,0.12412606041779184,0.9587939977645874
